prompt_id,case_id,arm,condition,subset,qwen36_tokens
dar__dcsbm__n1500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600|mechanism_direction,dar__dcsbm__n1500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,1623
dar__dcsbm__n1500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600|mismatched,dar__dcsbm__n1500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,1544
dar__dcsbm__n1500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500|direction_only,dar__dcsbm__n1500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,1287
dar__dcsbm__n1500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500|hidden,dar__dcsbm__n1500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,1240
dar__dcsbm__n1500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500|mechanism,dar__dcsbm__n1500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1377
dar__dcsbm__n1500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500|mechanism_direction,dar__dcsbm__n1500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism_direction,factorial,1424
dar__dcsbm__n1500__f0__a0.9__c0.15|recent_history_k20|ws0|b800|direction_only,dar__dcsbm__n1500__f0__a0.9__c0.15|recent_history_k20|ws0|b800,recent_history_k20,direction_only,factorial,1060
dar__dcsbm__n1500__f0__a0.9__c0.15|recent_history_k20|ws0|b800|hidden,dar__dcsbm__n1500__f0__a0.9__c0.15|recent_history_k20|ws0|b800,recent_history_k20,hidden,factorial,1013
dar__dcsbm__n1500__f0__a0.9__c0.15|recent_history_k20|ws0|b800|mechanism,dar__dcsbm__n1500__f0__a0.9__c0.15|recent_history_k20|ws0|b800,recent_history_k20,mechanism,factorial,1173
dar__dcsbm__n1500__f0__a0.9__c0.15|recent_history_k20|ws0|b800|mechanism_direction,dar__dcsbm__n1500__f0__a0.9__c0.15|recent_history_k20|ws0|b800,recent_history_k20,mechanism_direction,factorial,1220
dar__dcsbm__n1500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800|direction_only,dar__dcsbm__n1500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,direction_only,factorial,1168
dar__dcsbm__n1500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800|hidden,dar__dcsbm__n1500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,hidden,factorial,1121
dar__dcsbm__n1500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800|mechanism,dar__dcsbm__n1500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,1244
dar__dcsbm__n1500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800|mechanism_direction,dar__dcsbm__n1500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,1291
dar__dcsbm__n1500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800|metadata_only,dar__dcsbm__n1500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,653
dar__dcsbm__n1500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800|mismatched,dar__dcsbm__n1500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,1275
dar__dcsbm__n1500__f0__a0.9__c0.15|time_respecting|ws0|b800|direction_only,dar__dcsbm__n1500__f0__a0.9__c0.15|time_respecting|ws0|b800,time_respecting,direction_only,factorial,897
dar__dcsbm__n1500__f0__a0.9__c0.15|time_respecting|ws0|b800|hidden,dar__dcsbm__n1500__f0__a0.9__c0.15|time_respecting|ws0|b800,time_respecting,hidden,factorial,850
dar__dcsbm__n1500__f0__a0.9__c0.15|time_respecting|ws0|b800|mechanism,dar__dcsbm__n1500__f0__a0.9__c0.15|time_respecting|ws0|b800,time_respecting,mechanism,factorial,997
dar__dcsbm__n1500__f0__a0.9__c0.15|time_respecting|ws0|b800|mechanism_direction,dar__dcsbm__n1500__f0__a0.9__c0.15|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1044
dar__dcsbm__n500__f0__a0.1__c0.15|event_sample_then_full_history|ss0|b9600|direction_only,dar__dcsbm__n500__f0__a0.1__c0.15|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,2089
dar__dcsbm__n500__f0__a0.1__c0.15|event_sample_then_full_history|ss0|b9600|hidden,dar__dcsbm__n500__f0__a0.1__c0.15|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,2041
dar__dcsbm__n500__f0__a0.1__c0.15|event_sample_then_full_history|ss0|b9600|mechanism,dar__dcsbm__n500__f0__a0.1__c0.15|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,2195
dar__dcsbm__n500__f0__a0.1__c0.15|event_sample_then_full_history|ss0|b9600|mechanism_direction,dar__dcsbm__n500__f0__a0.1__c0.15|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,2243
dar__dcsbm__n500__f0__a0.1__c0.15|event_sample_then_full_history|ss0|b9600|mismatched,dar__dcsbm__n500__f0__a0.1__c0.15|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,2164
dar__dcsbm__n500__f0__a0.1__c0.15|node_panel_full_history|ss0|b2500|direction_only,dar__dcsbm__n500__f0__a0.1__c0.15|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,1726
dar__dcsbm__n500__f0__a0.1__c0.15|node_panel_full_history|ss0|b2500|hidden,dar__dcsbm__n500__f0__a0.1__c0.15|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,1679
dar__dcsbm__n500__f0__a0.1__c0.15|node_panel_full_history|ss0|b2500|mechanism,dar__dcsbm__n500__f0__a0.1__c0.15|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1816
dar__dcsbm__n500__f0__a0.1__c0.15|node_panel_full_history|ss0|b2500|mechanism_direction,dar__dcsbm__n500__f0__a0.1__c0.15|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism_direction,factorial,1863
dar__dcsbm__n500__f0__a0.1__c0.15|recent_history_k20|ws0|b800|direction_only,dar__dcsbm__n500__f0__a0.1__c0.15|recent_history_k20|ws0|b800,recent_history_k20,direction_only,factorial,976
dar__dcsbm__n500__f0__a0.1__c0.15|recent_history_k20|ws0|b800|hidden,dar__dcsbm__n500__f0__a0.1__c0.15|recent_history_k20|ws0|b800,recent_history_k20,hidden,factorial,929
dar__dcsbm__n500__f0__a0.1__c0.15|recent_history_k20|ws0|b800|mechanism,dar__dcsbm__n500__f0__a0.1__c0.15|recent_history_k20|ws0|b800,recent_history_k20,mechanism,factorial,1089
dar__dcsbm__n500__f0__a0.1__c0.15|recent_history_k20|ws0|b800|mechanism_direction,dar__dcsbm__n500__f0__a0.1__c0.15|recent_history_k20|ws0|b800,recent_history_k20,mechanism_direction,factorial,1136
dar__dcsbm__n500__f0__a0.1__c0.15|time_agnostic_t|ws0|b800|direction_only,dar__dcsbm__n500__f0__a0.1__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,direction_only,factorial,988
dar__dcsbm__n500__f0__a0.1__c0.15|time_agnostic_t|ws0|b800|hidden,dar__dcsbm__n500__f0__a0.1__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,hidden,factorial,941
dar__dcsbm__n500__f0__a0.1__c0.15|time_agnostic_t|ws0|b800|mechanism,dar__dcsbm__n500__f0__a0.1__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,1064
dar__dcsbm__n500__f0__a0.1__c0.15|time_agnostic_t|ws0|b800|mechanism_direction,dar__dcsbm__n500__f0__a0.1__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,1111
dar__dcsbm__n500__f0__a0.1__c0.15|time_agnostic_t|ws0|b800|metadata_only,dar__dcsbm__n500__f0__a0.1__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,651
dar__dcsbm__n500__f0__a0.1__c0.15|time_agnostic_t|ws0|b800|mismatched,dar__dcsbm__n500__f0__a0.1__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,1095
dar__dcsbm__n500__f0__a0.1__c0.15|time_respecting|ws0|b800|direction_only,dar__dcsbm__n500__f0__a0.1__c0.15|time_respecting|ws0|b800,time_respecting,direction_only,factorial,947
dar__dcsbm__n500__f0__a0.1__c0.15|time_respecting|ws0|b800|hidden,dar__dcsbm__n500__f0__a0.1__c0.15|time_respecting|ws0|b800,time_respecting,hidden,factorial,900
dar__dcsbm__n500__f0__a0.1__c0.15|time_respecting|ws0|b800|mechanism,dar__dcsbm__n500__f0__a0.1__c0.15|time_respecting|ws0|b800,time_respecting,mechanism,factorial,1047
dar__dcsbm__n500__f0__a0.1__c0.15|time_respecting|ws0|b800|mechanism_direction,dar__dcsbm__n500__f0__a0.1__c0.15|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1094
dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600|direction_only,dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,1472
dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,1424
dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,1578
dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600|mechanism_direction,dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,1626
dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600|mismatched,dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,1547
dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss1|b9600|slot1|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss1|b9600,event_sample_then_full_history,hidden,seed_replication,1424
dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss1|b9600|slot1|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss1|b9600,event_sample_then_full_history,mechanism,seed_replication,1578
dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss2|b9600|slot2|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss2|b9600,event_sample_then_full_history,hidden,seed_replication,1424
dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss2|b9600|slot2|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss2|b9600,event_sample_then_full_history,mechanism,seed_replication,1578
dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss3|b9600|slot3|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss3|b9600,event_sample_then_full_history,hidden,seed_replication,1424
dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss3|b9600|slot3|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|event_sample_then_full_history|ss3|b9600,event_sample_then_full_history,mechanism,seed_replication,1578
dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500|direction_only,dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,1311
dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,1264
dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1401
dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500|mechanism_direction,dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism_direction,factorial,1448
dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss1|b2500|slot1|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss1|b2500,node_panel_full_history,hidden,seed_replication,1221
dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss1|b2500|slot1|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss1|b2500,node_panel_full_history,mechanism,seed_replication,1358
dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss2|b2500|slot2|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss2|b2500,node_panel_full_history,hidden,seed_replication,1267
dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss2|b2500|slot2|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss2|b2500,node_panel_full_history,mechanism,seed_replication,1404
dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss3|b2500|slot3|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss3|b2500,node_panel_full_history,hidden,seed_replication,1221
dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss3|b2500|slot3|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|node_panel_full_history|ss3|b2500,node_panel_full_history,mechanism,seed_replication,1358
dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws0|b800|direction_only,dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws0|b800,recent_history_k20,direction_only,factorial,1176
dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws0|b800|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws0|b800,recent_history_k20,hidden,factorial,1129
dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws0|b800|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws0|b800,recent_history_k20,mechanism,factorial,1289
dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws0|b800|mechanism_direction,dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws0|b800,recent_history_k20,mechanism_direction,factorial,1336
dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws1|b800|slot1|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws1|b800,recent_history_k20,hidden,seed_replication,1107
dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws1|b800|slot1|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws1|b800,recent_history_k20,mechanism,seed_replication,1267
dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws2|b800|slot2|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws2|b800,recent_history_k20,hidden,seed_replication,1120
dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws2|b800|slot2|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws2|b800,recent_history_k20,mechanism,seed_replication,1280
dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws3|b800|slot3|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws3|b800,recent_history_k20,hidden,seed_replication,1091
dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws3|b800|slot3|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|recent_history_k20|ws3|b800,recent_history_k20,mechanism,seed_replication,1251
dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800|direction_only,dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,direction_only,factorial,804
dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,hidden,factorial,757
dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,880
dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800|mechanism_direction,dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,927
dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800|metadata_only,dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,651
dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800|mismatched,dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,911
dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws1|b800|slot1|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws1|b800,time_agnostic_t,hidden,seed_replication,1260
dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws1|b800|slot1|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws1|b800,time_agnostic_t,mechanism,seed_replication,1383
dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws2|b800|slot2|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws2|b800,time_agnostic_t,hidden,seed_replication,1206
dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws2|b800|slot2|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws2|b800,time_agnostic_t,mechanism,seed_replication,1329
dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws3|b800|slot3|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws3|b800,time_agnostic_t,hidden,seed_replication,1192
dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws3|b800|slot3|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|time_agnostic_t|ws3|b800,time_agnostic_t,mechanism,seed_replication,1315
dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws0|b800|direction_only,dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws0|b800,time_respecting,direction_only,factorial,1019
dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws0|b800|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws0|b800,time_respecting,hidden,factorial,972
dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws0|b800|mechanism,dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws0|b800,time_respecting,mechanism,factorial,1119
dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws0|b800|mechanism_direction,dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1166
dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws1|b800|slot1|hidden,dar__dcsbm__n500__f0__a0.9__c0.15|time_respecting|ws1|b800,time_respecting,hidden,seed_replication,944
